nr_sessions,total_km,km_Z3_4,km_Z5_T1_T2,km_sprinting,strength_training,hours_alternative,perceived_exertion,perceived_trainingSuccess,perceived_recovery,nr_sessions_1,total_km_1,km_Z3_4_1,km_Z5_T1_T2_1,km_sprinting_1,strength_training_1,hours_alternative_1,perceived_exertion_1,perceived_trainingSuccess_1,perceived_recovery_1,nr_sessions_2,total_km_2,km_Z3_4_2,km_Z5_T1_T2_2,km_sprinting_2,strength_training_2,hours_alternative_2,perceived_exertion_2,perceived_trainingSuccess_2,perceived_recovery_2,nr_sessions_3,total_km_3,km_Z3_4_3,km_Z5_T1_T2_3,km_sprinting_3,strength_training_3,hours_alternative_3,perceived_exertion_3,perceived_trainingSuccess_3,perceived_recovery_3,nr_sessions_4,total_km_4,km_Z3_4_4,km_Z5_T1_T2_4,km_sprinting_4,strength_training_4,hours_alternative_4,perceived_exertion_4,perceived_trainingSuccess_4,perceived_recovery_4,nr_sessions_5,total_km_5,km_Z3_4_5,km_Z5_T1_T2_5,km_sprinting_5,strength_training_5,hours_alternative_5,perceived_exertion_5,perceived_trainingSuccess_5,perceived_recovery_5,nr_sessions_6,total_km_6,km_Z3_4_6,km_Z5_T1_T2_6,km_sprinting_6,strength_training_6,hours_alternative_6,perceived_exertion_6,perceived_trainingSuccess_6,perceived_recovery_6,athlete_id,injury,date
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,43
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,0,0,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,0,0,46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,0,0,47
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,0,0,48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,0,0,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0,0,50
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.18,1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,51
1.0,11.9,4.5,0.0,0.0,0.0,0.0,0.11,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,0,0,52
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.16,1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,0,0,53
1.0,9.7,0.0,4.2,0.0,1.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,0,0,54
1.0,0.0,0.0,0.0,0.0,0.0,1.33,0.1,0.0,0.17,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0,0,55
1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,0,0,56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0,0,57
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.18,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,58
1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,0,0,59
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,0,0,60
1.0,9.1,3.6,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,0,0,61
1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0,0,62
1.0,5.0,0.0,0.5,0.5,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0,0,63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0,0,64
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,65
1.0,6.5,0.0,1.5,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,0,0,66
1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.0,0.17,1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,0,0,67
1.0,8.9,4.4,0.0,0.0,0.0,0.0,0.12,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,0,0,68
1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0,0,69
1.0,5.2,0.0,0.5,0.7,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,0,0,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0,0,71
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.17,1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,72
1.0,6.7,0.0,0.0,1.2,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0,0,73
1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.09,0.0,0.17,1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0,0,74
1.0,2.4,2.4,0.0,0.0,0.0,0.0,0.12,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,0,0,75
1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.1,0.0,0.17,1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0,0,76
1.0,5.4,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0,0,78
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,79
1.0,7.4,3.4,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,0,0,80
1.0,0.0,0.0,0.0,0.0,0.0,1.17,0.09,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,0,0,81
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,0,0,82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,0,0,83
1.0,5.1,0.0,1.1,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,0,0,84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0,0,85
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,86
1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0,0,87
